###############################################################
## Evolution started on Sun Jun  6 13:34:24 2021
###############################################################
0 	 0.2770812085 	 0.0314518040 	 0.0000000000
1 	 0.3032928912 	 0.0909989502 	 0.0000000000
2 	 0.3246878209 	 0.1586909404 	 0.0000000000
3 	 0.3572342534 	 0.1584018825 	 0.0000000000
4 	 0.3572342534 	 0.1558108397 	 0.0000000000
5 	 0.3572342534 	 0.1555693295 	 0.0000000000
6 	 0.3603353181 	 0.1574935260 	 0.0000000000
7 	 0.3604307998 	 0.1929018842 	 0.0000000000
8 	 0.3769041768 	 0.1744567077 	 0.0000000000
9 	 0.3769041768 	 0.1981025131 	 0.0000000000
10 	 0.3769041768 	 0.2374716603 	 0.0000000000
11 	 0.3769041768 	 0.2192895139 	 0.0000000000
12 	 0.3769041768 	 0.2306393339 	 0.0000000000
13 	 0.3862410189 	 0.2130259315 	 0.0000000000
14 	 0.4296790095 	 0.2212804338 	 0.0000000000
15 	 0.4296790095 	 0.2413983619 	 0.0000000000
16 	 0.4296790095 	 0.2456949419 	 0.0000000000
17 	 0.4296790095 	 0.2287471245 	 0.0000000000
18 	 0.4296790095 	 0.1971814349 	 0.0000000000
19 	 0.4299677125 	 0.2465061435 	 0.0000000000
20 	 0.4316243831 	 0.2343057141 	 0.0000000000
21 	 0.4316243831 	 0.1987113268 	 0.0000000000
22 	 0.4316243831 	 0.2129198789 	 0.0000000000
23 	 0.4316243831 	 0.2343701497 	 0.0000000000
24 	 0.4316243831 	 0.2111716019 	 0.0000000000
25 	 0.4316243831 	 0.2208928933 	 0.0000000000
26 	 0.4316243831 	 0.2070233592 	 0.0000000000
27 	 0.4316243831 	 0.2356448004 	 0.0000000000
28 	 0.4316243831 	 0.2818076889 	 0.0000000000
29 	 0.4316243831 	 0.2056700860 	 0.0000000000
30 	 0.4322757093 	 0.2393044838 	 0.0000000000
31 	 0.4322757093 	 0.2615001369 	 0.0000000000
32 	 0.4322757093 	 0.2069506810 	 0.0000000000
